setu,date,home_team,home_victory,home_score,away_team,away_score,home_away,attendance,arena,arena_rate
17,01.05,茨城,lose,72,広島,87,away,2335,サンプラ,0
17,01.05,山形,win,91,奈良,101,home,1596,三友体文,0
17,01.05,奈良,lose,101,山形,91,away,1596,三友体文,0
17,01.05,東京Z,lose,69,青森,84,home,1073,大田区,0
17,01.05,青森,win,84,東京Z,69,away,1073,大田区,0
17,01.05,FE名古屋,lose,85,越谷,88,home,1002,千種,0
17,01.05,越谷,win,88,FE名古屋,85,away,1002,千種,0
17,01.05,西宮,win,88,東京EX,77,home,1314,西宮中央,0
17,01.05,東京EX,lose,77,西宮,88,away,1314,西宮中央,0
17,01.05,愛媛,win,94,香川,101,home,1040,コミセン,0
17,01.05,香川,lose,101,愛媛,94,away,1040,コミセン,0
17,01.05,福岡,lose,60,仙台,67,home,958,照葉積水,0
17,01.05,仙台,win,67,福岡,60,away,958,照葉積水,0
18,01.16,東京Z,lose,74,越谷,80,home,1078,大田区,0
18,01.16,越谷,win,80,東京Z,74,away,1078,大田区,0
18,01.16,熊本,lose,91,広島,99,home,1409,熊本県総,0
18,01.16,広島,win,99,熊本,91,away,1409,熊本県総,0
18,01.17,東京Z,lose,61,越谷,70,home,1515,大田区,0
18,01.17,越谷,win,70,東京Z,61,away,1515,大田区,0
18,01.17,愛媛,lose,72,信州,85,home,1425,コミセン,0
18,01.17,信州,win,85,愛媛,72,away,1425,コミセン,0
18,01.17,熊本,win,75,広島,70,home,2361,熊本県総,0
18,01.17,広島,lose,70,熊本,75,away,2361,熊本県総,0
18,01.18,FE名古屋,win,77,西宮,74,home,972,中村,0
18,01.18,西宮,lose,74,FE名古屋,77,away,972,中村,0
18,01.18,愛媛,lose,74,信州,96,home,1490,コミセン,0
18,01.18,信州,win,96,愛媛,74,away,1490,コミセン,0
18,01.18,茨城,lose,102,福島,70,home,1553,ADみと,0
18,01.18,福島,win,70,茨城,102,away,1553,ADみと,0
18,01.18,青森,lose,75,仙台,87,home,1342,三沢国際,0
18,01.18,仙台,win,87,青森,75,away,1342,三沢国際,0
18,01.18,奈良,lose,105,福岡,81,home,757,ならアリ,0
18,01.18,福岡,win,81,奈良,105,away,757,ならアリ,0
18,01.18,香川,win,81,山形,59,home,769,高松総合,0
18,01.18,山形,lose,59,香川,81,away,769,高松総合,0
18,01.18,東京EX,lose,69,群馬,81,home,664,小豆沢,0
18,01.18,群馬,win,81,東京EX,69,away,664,小豆沢,0
18,01.19,香川,win,86,山形,76,home,1011,高松総合,0
18,01.19,山形,lose,76,香川,86,away,1011,高松総合,0
18,01.19,青森,win,81,仙台,79,home,1639,三沢国際,0
18,01.19,仙台,lose,79,青森,81,away,1639,三沢国際,0
18,01.19,茨城,win,88,福島,78,home,2277,ADみと,0
18,01.19,福島,lose,78,茨城,88,away,2277,ADみと,0
18,01.19,東京EX,lose,81,群馬,85,home,1006,小豆沢,0
18,01.19,群馬,win,85,東京EX,81,away,1006,小豆沢,0
18,01.19,FE名古屋,lose,75,西宮,85,home,1181,中村,0
18,01.19,西宮,win,85,FE名古屋,75,away,1181,中村,0
18,01.19,奈良,lose,94,福岡,97,home,1124,ならアリ,0
18,01.19,福岡,win,97,奈良,94,away,1124,ならアリ,0
19,01.24,福岡,win,76,愛媛,73,home,652,みづま総,0
19,01.24,愛媛,lose,73,福岡,76,away,652,みづま総,0
19,01.24,茨城,win,95,山形,73,home,1259,ADみと,0
19,01.24,山形,lose,73,茨城,95,away,1259,ADみと,0
19,01.25,広島,win,87,香川,76,home,1710,呉,0
19,01.25,香川,lose,76,広島,87,away,1710,呉,0
19,01.25,福岡,win,81,愛媛,103,home,685,みづま総,0
19,01.25,愛媛,lose,103,福岡,81,away,685,みづま総,0
19,01.25,茨城,win,87,山形,81,home,1486,ADみと,0
19,01.25,山形,lose,81,茨城,87,away,1486,ADみと,0
19,01.25,仙台,win,89,福島,80,home,3216,ゼビオ,0
19,01.25,福島,lose,80,仙台,89,away,3216,ゼビオ,0
19,01.25,群馬,lose,77,奈良,91,home,2102,市民前橋,0
19,01.25,奈良,win,91,群馬,77,away,2102,市民前橋,0
19,01.25,越谷,win,78,青森,72,home,449,ふじアリ,0
19,01.25,青森,lose,72,越谷,78,away,449,ふじアリ,0
19,01.25,東京Z,lose,64,FE名古屋,69,home,1464,大田区,0
19,01.25,FE名古屋,win,69,東京Z,64,away,1464,大田区,0
19,01.25,西宮,win,86,熊本,80,home,1890,西宮中央,0
19,01.25,熊本,lose,80,西宮,86,away,1890,西宮中央,0
19,01.25,信州,win,72,東京EX,61,home,1624,ことアリ,0
19,01.25,東京EX,lose,61,信州,72,away,1624,ことアリ,0
19,01.26,仙台,win,72,福島,65,home,3539,ゼビオ,0
19,01.26,福島,lose,65,仙台,72,away,3539,ゼビオ,0
19,01.26,群馬,lose,116,奈良,63,home,2107,市民前橋,0
19,01.26,奈良,win,63,群馬,116,away,2107,市民前橋,0
19,01.26,越谷,lose,69,青森,90,home,551,ふじアリ,0
19,01.26,青森,win,90,越谷,69,away,551,ふじアリ,0
19,01.26,広島,win,97,香川,67,home,2076,呉,0
19,01.26,香川,lose,67,広島,97,away,2076,呉,0
19,01.26,東京Z,lose,71,FE名古屋,74,home,1251,大田区,0
19,01.26,FE名古屋,win,74,東京Z,71,away,1251,大田区,0
19,01.26,信州,win,73,東京EX,49,home,1812,ことアリ,0
19,01.26,東京EX,lose,49,信州,73,away,1812,ことアリ,0
19,01.26,西宮,win,80,熊本,71,home,1919,西宮中央,0
19,01.26,熊本,lose,71,西宮,80,away,1919,西宮中央,0
20,01.29,山形,lose,68,仙台,79,home,1196,山形県総,0
20,01.29,仙台,win,79,山形,68,away,1196,山形県総,0
20,01.29,青森,win,87,茨城,75,home,741,五所川原,0
20,01.29,茨城,lose,75,青森,87,away,741,五所川原,0
20,01.29,福島,lose,67,群馬,91,home,1034,郡山総合,0
20,01.29,群馬,win,91,福島,67,away,1034,郡山総合,0
20,01.29,越谷,win,65,東京EX,103,home,407,越谷S,0
20,01.29,東京EX,lose,103,越谷,65,away,407,越谷S,0
20,01.29,信州,win,92,東京Z,72,home,1151,ホワイト,0
20,01.29,東京Z,lose,72,信州,92,away,1151,ホワイト,0
20,01.29,FE名古屋,lose,71,西宮,73,home,855,千種,0
20,01.29,西宮,win,73,FE名古屋,71,away,855,千種,0
20,01.29,奈良,win,87,香川,57,home,662,ならアリ,0
20,01.29,香川,lose,57,奈良,87,away,662,ならアリ,0
20,01.29,広島,lose,85,愛媛,89,home,2434,サンプラ,0
20,01.29,愛媛,win,89,広島,85,away,2434,サンプラ,0
20,01.29,熊本,win,91,福岡,87,home,1462,熊本県総,0
20,01.29,福岡,lose,87,熊本,91,away,1462,熊本県総,0
21,02.01,茨城,win,78,福島,74,home,1823,ADみと,0
21,02.01,福島,lose,74,茨城,78,away,1823,ADみと,0
21,02.01,FE名古屋,win,90,群馬,80,home,936,千種,0
21,02.01,群馬,lose,80,FE名古屋,90,away,936,千種,0
21,02.01,愛媛,lose,74,福岡,86,home,520,伊方SC,0
21,02.01,福岡,win,86,愛媛,74,away,520,伊方SC,0
21,02.01,仙台,win,89,熊本,65,home,2208,ゼビオ,0
21,02.01,熊本,lose,65,仙台,89,away,2208,ゼビオ,0
21,02.01,東京Z,lose,67,広島,76,home,1560,大田区,0
21,02.01,広島,win,76,東京Z,67,away,1560,大田区,0
21,02.01,青森,win,68,信州,62,home,1276,五所川原,0
21,02.01,信州,lose,62,青森,68,away,1276,五所川原,0
21,02.01,山形,lose,78,越谷,88,home,1391,山形県総,0
21,02.01,越谷,win,88,山形,78,away,1391,山形県総,0
21,02.01,奈良,lose,92,東京EX,96,home,1225,ならアリ,0
21,02.01,東京EX,win,96,奈良,92,away,1225,ならアリ,0
21,02.01,香川,win,89,西宮,84,home,667,土庄総合,0
21,02.01,西宮,lose,84,香川,89,away,667,土庄総合,0
21,02.02,香川,lose,75,西宮,76,home,771,土庄総合,0
21,02.02,西宮,win,76,香川,75,away,771,土庄総合,0
21,02.02,仙台,win,83,熊本,75,home,3345,ゼビオ,0
21,02.02,熊本,lose,75,仙台,83,away,3345,ゼビオ,0
21,02.02,青森,lose,57,信州,92,home,1546,五所川原,0
21,02.02,信州,win,92,青森,57,away,1546,五所川原,0
21,02.02,山形,lose,80,越谷,81,home,2141,山形県総,0
21,02.02,越谷,win,81,山形,80,away,2141,山形県総,0
21,02.02,FE名古屋,lose,78,群馬,90,home,961,千種,0
21,02.02,群馬,win,90,FE名古屋,78,away,961,千種,0
21,02.02,奈良,lose,80,東京EX,87,home,1381,ならアリ,0
21,02.02,東京EX,win,87,奈良,80,away,1381,ならアリ,0
21,02.02,愛媛,win,90,福岡,87,home,533,伊方SC,0
21,02.02,福岡,lose,87,愛媛,90,away,533,伊方SC,0
21,02.02,茨城,win,90,福島,72,home,2558,ADみと,0
21,02.02,福島,lose,72,茨城,90,away,2558,ADみと,0
21,02.02,東京Z,lose,72,広島,93,home,1463,大田区,0
21,02.02,広島,win,93,東京Z,72,away,1463,大田区,0
22,02.07,東京EX,lose,81,香川,86,home,522,小豆沢,0
22,02.07,香川,win,86,東京EX,81,away,522,小豆沢,0
22,02.08,東京EX,win,97,香川,75,home,712,小豆沢,0
22,02.08,香川,lose,75,東京EX,97,away,712,小豆沢,0
22,02.08,信州,win,91,山形,54,home,1831,ホワイト,0
22,02.08,山形,lose,54,信州,91,away,1831,ホワイト,0
22,02.08,FE名古屋,lose,83,愛媛,85,home,817,千種,0
22,02.08,愛媛,win,85,FE名古屋,83,away,817,千種,0
22,02.08,越谷,lose,68,仙台,85,home,1659,越谷M,0
22,02.08,仙台,win,85,越谷,68,away,1659,越谷M,0
22,02.08,福島,win,76,青森,67,home,785,白河中央,0
22,02.08,青森,lose,67,福島,76,away,785,白河中央,0
22,02.08,群馬,win,79,茨城,73,home,858,市民前橋,0
22,02.08,茨城,lose,73,群馬,79,away,858,市民前橋,0
22,02.08,西宮,win,72,東京Z,65,home,1358,宝塚市立,0
22,02.08,東京Z,lose,65,西宮,72,away,1358,宝塚市立,0
22,02.08,広島,lose,108,奈良,99,home,1900,サンプラ,0
22,02.08,奈良,win,99,広島,108,away,1900,サンプラ,0
22,02.08,福岡,lose,65,熊本,88,home,1825,照葉積水,0
22,02.08,熊本,win,88,福岡,65,away,1825,照葉積水,0
22,02.09,群馬,win,88,茨城,60,home,1759,市民前橋,0
22,02.09,茨城,lose,60,群馬,88,away,1759,市民前橋,0
22,02.09,福島,win,89,青森,80,home,1022,白河中央,0
22,02.09,青森,lose,80,福島,89,away,1022,白河中央,0
22,02.09,広島,win,91,奈良,84,home,2239,サンプラ,0
22,02.09,奈良,lose,84,広島,91,away,2239,サンプラ,0
22,02.09,信州,win,78,山形,52,home,2186,ホワイト,0
22,02.09,山形,lose,52,信州,78,away,2186,ホワイト,0
22,02.09,FE名古屋,win,89,愛媛,60,home,1076,千種,0
22,02.09,愛媛,lose,60,FE名古屋,89,away,1076,千種,0
22,02.09,西宮,lose,102,東京Z,93,home,1409,宝塚市立,0
22,02.09,東京Z,win,93,西宮,102,away,1409,宝塚市立,0
22,02.09,福岡,lose,86,熊本,93,home,2702,照葉積水,0
22,02.09,熊本,win,93,福岡,86,away,2702,照葉積水,0
22,02.09,越谷,lose,55,仙台,58,home,1609,越谷M,0
22,02.09,仙台,win,58,越谷,55,away,1609,越谷M,0
23,02.14,福岡,lose,78,群馬,80,home,647,照葉積水,0
23,02.14,群馬,win,80,福岡,78,away,647,照葉積水,0
23,02.15,愛媛,win,95,越谷,83,home,1122,コミセン,0
23,02.15,越谷,lose,83,愛媛,95,away,1122,コミセン,0
23,02.15,福岡,lose,64,群馬,83,home,1232,照葉積水,0
23,02.15,群馬,win,83,福岡,64,away,1232,照葉積水,0
23,02.15,茨城,win,87,FE名古屋,84,home,2012,ADみと,0
23,02.15,FE名古屋,lose,84,茨城,87,away,2012,ADみと,0
23,02.15,東京Z,lose,48,仙台,58,home,1814,大田区,0
23,02.15,仙台,win,58,東京Z,48,away,1814,大田区,0
23,02.15,西宮,lose,49,信州,58,home,1320,西宮中央,0
23,02.15,信州,win,58,西宮,49,away,1320,西宮中央,0
23,02.15,熊本,lose,81,東京EX,83,home,2084,熊本県総,0
23,02.15,東京EX,win,83,熊本,81,away,2084,熊本県総,0
23,02.15,山形,lose,82,広島,84,home,983,山形県総,0
23,02.15,広島,win,84,山形,82,away,983,山形県総,0
23,02.15,奈良,lose,89,青森,99,home,887,ならアリ,0
23,02.15,青森,win,99,奈良,89,away,887,ならアリ,0
23,02.15,香川,win,90,福島,81,home,792,高松総合,0
23,02.15,福島,lose,81,香川,90,away,792,高松総合,0
23,02.16,香川,lose,66,福島,71,home,1015,高松総合,0
23,02.16,福島,win,71,香川,66,away,1015,高松総合,0
23,02.16,山形,lose,65,広島,82,home,2008,山形県総,0
23,02.16,広島,win,82,山形,65,away,2008,山形県総,0
23,02.16,茨城,win,81,FE名古屋,74,home,2238,ADみと,0
23,02.16,FE名古屋,lose,74,茨城,81,away,2238,ADみと,0
23,02.16,西宮,lose,62,信州,72,home,1559,西宮中央,0
23,02.16,信州,win,72,西宮,62,away,1559,西宮中央,0
23,02.16,奈良,lose,68,青森,76,home,1007,ならアリ,0
23,02.16,青森,win,76,奈良,68,away,1007,ならアリ,0
23,02.16,愛媛,win,80,越谷,76,home,1234,コミセン,0
23,02.16,越谷,lose,76,愛媛,80,away,1234,コミセン,0
23,02.16,熊本,lose,104,東京EX,91,home,1934,熊本県総,0
23,02.16,東京EX,win,91,熊本,104,away,1934,熊本県総,0
23,02.16,東京Z,lose,66,仙台,76,home,1762,大田区,0
23,02.16,仙台,win,76,東京Z,66,away,1762,大田区,0
24,02.21,仙台,lose,68,西宮,71,home,1711,カメイ,0
24,02.21,西宮,win,71,仙台,68,away,1711,カメイ,0
24,02.22,仙台,win,80,西宮,61,home,2215,カメイ,0
24,02.22,西宮,lose,61,仙台,80,away,2215,カメイ,0
24,02.22,FE名古屋,win,92,福岡,77,home,808,中村,0
24,02.22,福岡,lose,77,FE名古屋,92,away,808,中村,0
24,02.22,信州,win,85,茨城,68,home,1531,ホワイト,0
24,02.22,茨城,lose,68,信州,85,away,1531,ホワイト,0
24,02.22,熊本,win,91,奈良,81,home,918,熊本県総,0
24,02.22,奈良,lose,81,熊本,91,away,918,熊本県総,0
24,02.22,青森,win,81,東京EX,79,home,1354,八戸東,0
24,02.22,東京EX,lose,79,青森,81,away,1354,八戸東,0
24,02.22,山形,lose,67,群馬,71,home,1112,山形県総,0
24,02.22,群馬,win,71,山形,67,away,1112,山形県総,0
24,02.22,福島,win,90,愛媛,88,home,1053,郡山総合,0
24,02.22,愛媛,lose,88,福島,90,away,1053,郡山総合,0
24,02.22,東京Z,win,84,越谷,79,home,1312,大田区,0
24,02.22,越谷,lose,79,東京Z,84,away,1312,大田区,0
24,02.22,広島,win,95,香川,64,home,1957,サンプラ,0
24,02.22,香川,lose,64,広島,95,away,1957,サンプラ,0
24,02.23,信州,win,88,茨城,48,home,1928,ホワイト,0
24,02.23,茨城,lose,48,信州,88,away,1928,ホワイト,0
24,02.23,福島,win,71,愛媛,67,home,1271,郡山総合,0
24,02.23,愛媛,lose,67,福島,71,away,1271,郡山総合,0
24,02.23,広島,lose,109,香川,62,home,2020,サンプラ,0
24,02.23,香川,win,62,広島,109,away,2020,サンプラ,0
24,02.23,青森,lose,62,東京EX,72,home,1499,八戸東,0
24,02.23,東京EX,win,72,青森,62,away,1499,八戸東,0
24,02.23,山形,lose,81,群馬,86,home,1397,山形県総,0
24,02.23,群馬,win,86,山形,81,away,1397,山形県総,0
24,02.23,FE名古屋,win,97,福岡,73,home,1111,中村,0
24,02.23,福岡,lose,73,FE名古屋,97,away,1111,中村,0
24,02.23,熊本,win,86,奈良,78,home,1301,熊本県総,0
24,02.23,奈良,lose,78,熊本,86,away,1301,熊本県総,0
24,02.23,東京Z,win,70,越谷,60,home,1269,大田区,0
24,02.23,越谷,lose,60,東京Z,70,away,1269,大田区,0
28,03.14,越谷,win,84,東京Z,80,home,0,越谷M,0
28,03.14,東京Z,lose,80,越谷,84,away,0,越谷M,0
28,03.14,青森,lose,74,群馬,96,home,0,八戸東,0
28,03.14,群馬,win,96,青森,74,away,0,八戸東,0
28,03.14,山形,win,76,茨城,73,home,0,山形県総,0
28,03.14,茨城,lose,73,山形,76,away,0,山形県総,0
28,03.14,福島,lose,69,仙台,75,home,0,郡山総合,0
28,03.14,仙台,win,75,福島,69,away,0,郡山総合,0
28,03.14,奈良,lose,82,福岡,89,home,0,Jアリ,0
28,03.14,福岡,win,89,奈良,82,away,0,Jアリ,0
28,03.14,広島,lose,100,熊本,73,home,0,サンプラ,0
28,03.14,熊本,win,73,広島,100,away,0,サンプラ,0
28,03.14,東京EX,win,80,FE名古屋,114,home,0,小豆沢,0
28,03.14,FE名古屋,lose,114,東京EX,80,away,0,小豆沢,0
28,03.14,信州,win,81,西宮,63,home,0,ホワイト,0
28,03.14,西宮,lose,63,信州,81,away,0,ホワイト,0
28,03.14,香川,lose,77,愛媛,98,home,0,観音寺,0
28,03.14,愛媛,win,98,香川,77,away,0,観音寺,0
28,03.15,福島,win,74,仙台,69,home,0,郡山総合,0
28,03.15,仙台,lose,69,福島,74,away,0,郡山総合,0
28,03.15,広島,lose,111,熊本,63,home,0,サンプラ,0
28,03.15,熊本,win,63,広島,111,away,0,サンプラ,0
28,03.15,青森,win,85,群馬,104,home,0,八戸東,0
28,03.15,群馬,lose,104,青森,85,away,0,八戸東,0
28,03.15,山形,lose,73,茨城,86,home,0,山形県総,0
28,03.15,茨城,win,86,山形,73,away,0,山形県総,0
28,03.15,信州,win,78,西宮,72,home,0,ホワイト,0
28,03.15,西宮,lose,72,信州,78,away,0,ホワイト,0
28,03.15,奈良,win,95,福岡,82,home,0,Jアリ,0
28,03.15,福岡,lose,82,奈良,95,away,0,Jアリ,0
28,03.15,香川,lose,100,愛媛,91,home,0,観音寺,0
28,03.15,愛媛,win,91,香川,100,away,0,観音寺,0
28,03.15,越谷,lose,63,東京Z,88,home,0,越谷M,0
28,03.15,東京Z,win,88,越谷,63,away,0,越谷M,0
28,03.15,東京EX,win,78,FE名古屋,112,home,0,小豆沢,0
28,03.15,FE名古屋,lose,112,東京EX,78,away,0,小豆沢,0
